episode,step,total_queue,avg_latency
19,16,0,5.142857142857143
19,17,0,5.375
19,18,0,5.375
19,19,0,5.666666666666667
19,20,0,5.8
19,21,0,5.8
19,22,0,5.8
19,23,0,6.333333333333333
19,24,0,6.333333333333333
19,25,0,6.333333333333333
19,26,0,6.333333333333333
19,27,0,7.0
19,28,0,7.0
19,29,0,7.333333333333333
19,30,0,7.333333333333333
19,31,0,7.625
19,32,0,8.0
19,33,0,8.0
19,34,0,8.222222222222221
20,0,0,0
20,1,0,0
20,2,0,0
20,3,0,3.0
20,4,0,3.0
20,5,0,3.5
20,6,0,2.75
20,7,0,2.75
20,8,0,2.6
20,9,0,3.1666666666666665
20,10,0,3.142857142857143
20,11,0,3.142857142857143
20,12,0,3.142857142857143
20,13,0,3.375
20,14,0,3.5555555555555554
20,15,0,3.5555555555555554
20,16,0,3.7
20,17,0,3.7
20,18,0,4.25
20,19,0,4.25
20,20,0,4.25
20,21,0,4.538461538461538
20,22,0,4.785714285714286
20,23,0,4.4375
20,24,0,4.764705882352941
20,25,0,4.764705882352941
20,26,0,5.111111111111111
20,27,0,5.111111111111111
20,28,0,5.85
20,29,0,5.85
20,30,0,5.85
20,31,0,6.238095238095238
20,32,0,6.409090909090909
20,33,0,6.409090909090909
20,34,0,6.409090909090909
21,0,0,0
21,1,0,0
21,2,0,0
21,3,0,2.0
21,4,0,2.0
21,5,0,3.0
21,6,0,3.0
21,7,0,3.3333333333333335
21,8,0,3.3333333333333335
21,9,0,3.3333333333333335
21,10,0,3.25
21,11,0,3.25
21,12,0,3.2
21,13,0,3.2
21,14,0,3.3333333333333335
21,15,0,3.3333333333333335
21,16,0,3.5714285714285716
21,17,0,3.5714285714285716
21,18,0,3.875
21,19,0,3.875
21,20,0,4.3
21,21,0,4.3
21,22,0,4.363636363636363
21,23,0,4.75
21,24,0,4.75
21,25,0,4.846153846153846
21,26,0,4.846153846153846
21,27,0,5.4
21,28,0,5.4
21,29,0,5.4
21,30,0,5.9411764705882355
21,31,0,5.9411764705882355
21,32,0,5.9411764705882355
21,33,0,6.473684210526316
21,34,0,6.473684210526316
22,0,0,0
22,1,0,0
22,2,0,0
22,3,0,3.0
22,4,0,2.5
22,5,0,2.5
22,6,0,3.0
22,7,1,2.8
22,8,0,2.8333333333333335
22,9,0,2.75
22,10,0,3.3
22,11,0,3.3
22,12,0,3.272727272727273
22,13,0,3.272727272727273
22,14,0,3.4615384615384617
22,15,0,3.4615384615384617
22,16,0,3.5714285714285716
22,17,0,3.533333333333333
22,18,0,3.533333333333333
22,19,0,3.75
22,20,0,3.75
22,21,0,3.8823529411764706
22,22,0,3.8823529411764706
22,23,0,4.111111111111111
22,24,0,4.111111111111111
22,25,0,4.368421052631579
22,26,0,4.368421052631579
22,27,0,4.65
22,28,0,4.9523809523809526
22,29,0,4.9523809523809526
22,30,0,4.9523809523809526
22,31,0,5.2727272727272725
22,32,0,5.6521739130434785
22,33,0,5.833333333333333
22,34,0,5.833333333333333
23,0,0,0
23,1,0,0
23,2,0,0
23,3,0,0
23,4,0,0
23,5,0,3.5
23,6,0,3.5
23,7,0,3.5
23,8,0,3.3333333333333335
23,9,0,4.25
23,10,0,4.0
23,11,0,4.0
23,12,0,4.0
23,13,0,4.666666666666667
23,14,0,4.857142857142857
23,15,0,5.375
23,16,0,5.444444444444445
23,17,0,5.444444444444445
23,18,0,6.0
23,19,0,6.181818181818182
23,20,0,6.181818181818182
23,21,0,6.181818181818182
23,22,0,6.583333333333333
23,23,0,6.923076923076923
23,24,0,6.923076923076923
23,25,0,7.466666666666667
23,26,0,7.466666666666667
23,27,0,7.466666666666667
23,28,0,8.117647058823529
23,29,0,8.117647058823529
23,30,0,8.117647058823529
23,31,0,8.555555555555555
23,32,0,8.894736842105264
23,33,0,8.894736842105264
23,34,0,9.523809523809524
24,0,0,0
24,1,0,0
24,2,0,2.0
24,3,0,2.0
24,4,0,2.0
24,5,0,2.0
24,6,0,2.0
24,7,0,2.0
24,8,0,2.0
24,9,0,2.3333333333333335
24,10,0,2.3333333333333335
24,11,0,2.3333333333333335
24,12,0,2.3333333333333335
24,13,0,2.3333333333333335
24,14,0,2.6
24,15,0,2.6
24,16,0,2.6666666666666665
24,17,0,2.857142857142857
24,18,0,2.857142857142857
24,19,0,2.75
24,20,0,2.75
24,21,0,2.75
24,22,0,2.75
24,23,0,2.8
24,24,0,2.8
24,25,0,2.8
24,26,0,2.727272727272727
24,27,0,3.0
24,28,0,3.0
24,29,0,3.076923076923077
24,30,0,3.2
24,31,0,3.2
24,32,0,3.235294117647059
24,33,0,3.235294117647059
24,34,0,3.5555555555555554
25,0,0,0
25,1,0,0
25,2,0,0
25,3,0,0
25,4,0,3.0
25,5,0,2.5
25,6,0,3.0
25,7,0,3.0
25,8,0,3.0
25,9,0,3.0
25,10,0,3.0
25,11,0,3.0
25,12,0,3.0
25,13,0,3.5714285714285716
25,14,0,3.5714285714285716
25,15,0,3.75
25,16,0,3.75
25,17,0,4.222222222222222
25,18,0,4.222222222222222
25,19,0,4.583333333333333
25,20,0,4.583333333333333
25,21,0,4.6923076923076925
25,22,0,5.071428571428571
25,23,0,5.071428571428571
25,24,0,5.071428571428571
25,25,0,5.5
25,26,0,5.5
25,27,0,5.294117647058823
25,28,0,5.111111111111111
25,29,0,5.75
25,30,0,5.75
25,31,0,5.75
25,32,0,5.75
25,33,0,6.2727272727272725
25,34,0,6.2727272727272725
26,0,0,0
26,1,0,0
26,2,0,0
26,3,0,0
26,4,0,4.0
26,5,0,4.0
26,6,0,4.0
26,7,0,4.0
26,8,0,5.5
26,9,0,5.5
26,10,0,5.5
26,11,0,5.5
26,12,0,6.833333333333333
26,13,0,6.833333333333333
26,14,0,6.833333333333333
26,15,0,7.875
26,16,0,7.875
26,17,0,7.666666666666667
26,18,0,8.3
26,19,0,8.090909090909092
26,20,0,8.090909090909092
26,21,0,8.538461538461538
26,22,0,8.0
26,23,0,8.0
26,24,0,8.0
26,25,0,8.4375
26,26,0,8.4375
26,27,0,8.631578947368421
26,28,0,8.631578947368421
26,29,0,8.631578947368421
26,30,0,8.571428571428571
26,31,0,8.818181818181818
26,32,0,8.818181818181818
26,33,0,9.08695652173913
26,34,0,9.333333333333334
27,0,0,0
27,1,0,0
27,2,0,0
27,3,0,2.0
27,4,1,2.0
27,5,0,2.5
27,6,1,2.5
27,7,0,3.0
27,8,0,2.75
27,9,0,3.0
27,10,0,3.0
27,11,0,3.0
27,12,0,3.142857142857143
27,13,0,3.142857142857143
27,14,0,3.125
27,15,0,3.4444444444444446
27,16,0,3.3
27,17,0,3.3
27,18,0,3.6153846153846154
27,19,0,3.6153846153846154
27,20,0,3.7333333333333334
27,21,0,3.875
27,22,0,3.875
27,23,0,4.055555555555555
27,24,0,4.055555555555555
27,25,0,4.2105263157894735
27,26,0,4.25
27,27,0,4.25
27,28,0,4.476190476190476
27,29,0,4.409090909090909
27,30,0,4.608695652173913
27,31,0,4.608695652173913
27,32,0,4.608695652173913
27,33,0,4.666666666666667
27,34,0,4.96
28,0,0,0
28,1,0,0
28,2,0,2.0
28,3,0,2.0
28,4,0,2.0
28,5,0,2.0
28,6,0,2.0
28,7,0,2.25
28,8,0,2.6
28,9,0,2.8333333333333335
28,10,0,2.8333333333333335
28,11,0,3.375
28,12,0,3.375
28,13,0,3.375
28,14,0,3.888888888888889
28,15,0,3.888888888888889
28,16,0,3.8
28,17,0,3.8
28,18,0,4.454545454545454
28,19,0,4.454545454545454
28,20,0,4.583333333333333
28,21,0,4.583333333333333
28,22,0,5.3076923076923075
28,23,0,5.3076923076923075
28,24,0,5.428571428571429
28,25,0,5.2
28,26,0,6.0588235294117645
28,27,0,5.833333333333333
28,28,1,5.833333333333333
28,29,0,6.523809523809524
28,30,0,6.363636363636363
28,31,0,6.363636363636363
28,32,0,6.791666666666667
28,33,0,7.0
28,34,0,7.423076923076923
29,0,0,0
29,1,1,0
29,2,1,2.0
29,3,2,2.0
29,4,3,3.0
29,5,0,3.0
29,6,0,3.5
