episode,completion_rate,episode_reward,agent_epsilon,jain_index,v1_completion,v2_completion
28,0.3644067796610169,-210.25333333333333,0.00998645168764533,0.9983874387617315,0.3793103448275862,0.35
29,0.36585365853658536,-197.85999999999996,0.00998645168764533,0.9984577891169415,0.35294117647058826,0.38181818181818183
30,0.4,-181.18,0.00998645168764533,0.9970336189848382,0.4230769230769231,0.3793103448275862
31,0.4,-184.08666666666662,0.00998645168764533,0.9932509389189658,0.43103448275862066,0.36538461538461536
32,0.4158415841584158,-173.86666666666665,0.00998645168764533,0.9956993206079582,0.4423076923076923,0.3877551020408163
33,0.45454545454545453,-127.88666666666664,0.00998645168764533,0.9999867384839647,0.4528301886792453,0.45614035087719296
34,0.36885245901639346,-246.85333333333332,0.00998645168764533,0.9985121333433619,0.3548387096774194,0.38333333333333336
35,0.47,-102.87999999999998,0.00998645168764533,0.9683930026960939,0.39655172413793105,0.5714285714285714
36,0.42718446601941745,-117.01333333333332,0.00998645168764533,0.9962147942165364,0.45652173913043476,0.40350877192982454
37,0.4077669902912621,-142.93999999999997,0.00998645168764533,0.9997128087306147,0.4,0.41379310344827586
38,0.42452830188679247,-148.7733333333333,0.00998645168764533,0.9995064165844029,0.4339622641509434,0.41509433962264153
39,0.4107142857142857,-152.39999999999998,0.00998645168764533,0.9996812240994583,0.40350877192982454,0.41818181818181815
40,0.4174757281553398,-138.44,0.00998645168764533,0.999148256587703,0.40425531914893614,0.42857142857142855
41,0.47115384615384615,-138.73999999999995,0.00998645168764533,0.9483179442308135,0.6,0.3728813559322034
42,0.5542168674698795,-51.45333333333333,0.00998645168764533,0.9992792622039114,0.5384615384615384,0.5681818181818182
43,0.47058823529411764,-106.54666666666667,0.00998645168764533,0.992623192682207,0.42857142857142855,0.5094339622641509
44,0.43,-117.99333333333331,0.00998645168764533,0.999719188767551,0.4375,0.4230769230769231
45,0.46153846153846156,-136.14666666666665,0.00998645168764533,0.9997420062240999,0.46938775510204084,0.45454545454545453
46,0.4166666666666667,-150.86,0.00998645168764533,0.998344303176485,0.4339622641509434,0.4
47,0.5208333333333334,-85.90666666666662,0.00998645168764533,0.9963190650190297,0.5531914893617021,0.4897959183673469
48,0.38016528925619836,-191.36666666666665,0.00998645168764533,0.9990397887846914,0.36923076923076925,0.39285714285714285
49,0.41739130434782606,-149.4333333333333,0.00998645168764533,0.9977770297077316,0.43548387096774194,0.39622641509433965
50,0.4639175257731959,-108.63333333333334,0.00998645168764533,0.9619406076361611,0.5714285714285714,0.38181818181818183
51,0.42857142857142855,-110.31333333333332,0.00998645168764533,0.9809808236403645,0.49019607843137253,0.37037037037037035
52,0.4423076923076923,-117.13333333333334,0.00998645168764533,0.9933527499847731,0.48,0.4074074074074074
53,0.4838709677419355,-97.17999999999998,0.00998645168764533,0.9971845706887323,0.46,0.5116279069767442
54,0.46808510638297873,-105.52666666666667,0.00998645168764533,0.9844377298780436,0.5384615384615384,0.41818181818181815
55,0.42201834862385323,-123.26666666666667,0.00998645168764533,0.9871248908564514,0.4716981132075472,0.375
56,0.4083333333333333,-168.11333333333334,0.00998645168764533,0.9972713711124117,0.38596491228070173,0.42857142857142855
57,0.3706896551724138,-181.74000000000004,0.00998645168764533,0.9966826391448582,0.35,0.39285714285714285
58,0.43564356435643564,-119.09999999999998,0.00998645168764533,0.9919868522224611,0.4864864864864865,0.40625
59,0.4583333333333333,-101.55999999999999,0.00998645168764533,0.9867543893216385,0.5102040816326531,0.40425531914893614
60,0.415929203539823,-144.8533333333333,0.00998645168764533,0.9965930809977444,0.39344262295081966,0.4423076923076923
61,0.44144144144144143,-113.53999999999999,0.00998645168764533,0.9859751037344399,0.39344262295081966,0.5
62,0.4838709677419355,-89.94000000000001,0.00998645168764533,0.9991523827462799,0.4716981132075472,0.5
63,0.5,-79.88666666666666,0.00998645168764533,0.9792813208157982,0.42857142857142855,0.574468085106383
64,0.43,-98.83999999999999,0.00998645168764533,0.9951560818083962,0.46,0.4
65,0.449438202247191,-78.0933333333333,0.00998645168764533,0.9930649831786562,0.41304347826086957,0.4883720930232558
66,0.42857142857142855,-142.45333333333335,0.00998645168764533,0.9592211234580488,0.5306122448979592,0.3492063492063492
67,0.41509433962264153,-121.42,0.00998645168764533,0.9948192006766757,0.38461538461538464,0.4444444444444444
68,0.43564356435643564,-107.91999999999999,0.00998645168764533,0.9854841221240119,0.37777777777777777,0.48214285714285715
69,0.45098039215686275,-109.22000000000004,0.00998645168764533,0.9938861291555217,0.48936170212765956,0.41818181818181815
70,0.38333333333333336,-149.67999999999998,0.00998645168764533,0.9825327510917029,0.3382352941176471,0.4423076923076923
71,0.4036697247706422,-135.2,0.00998645168764533,0.9999998253717401,0.40384615384615385,0.40350877192982454
72,0.4336283185840708,-133.75333333333333,0.00998645168764533,0.9999775064053507,0.43548387096774194,0.43137254901960786
73,0.42201834862385323,-131.79333333333335,0.00998645168764533,0.9999158390843291,0.41818181818181815,0.42592592592592593
74,0.4387755102040816,-87.09333333333332,0.00998645168764533,0.9999918832486484,0.44,0.4375
75,0.43956043956043955,-87.19999999999997,0.00998645168764533,0.999553528362698,0.43137254901960786,0.45
76,0.44144144144144143,-112.70666666666666,0.00998645168764533,0.9999561441978776,0.4444444444444444,0.43859649122807015
77,0.4421052631578947,-95.18666666666668,0.00998645168764533,0.9809808236403648,0.37777777777777777,0.5
78,0.45544554455445546,-106.94000000000001,0.00998645168764533,0.9971611889330679,0.48,0.43137254901960786
79,0.5111111111111111,-70.32666666666665,0.00998645168764533,0.970642201834862,0.6,0.4222222222222222
80,0.42857142857142855,-131.3133333333333,0.00998645168764533,0.9991097262408192,0.4166666666666667,0.4423076923076923
81,0.4017857142857143,-133.74666666666667,0.00998645168764533,0.999817708169071,0.4074074074074074,0.39655172413793105
82,0.4444444444444444,-108.1,0.00998645168764533,0.9943091388645366,0.4117647058823529,0.4791666666666667
83,0.4485981308411215,-126.0333333333333,0.00998645168764533,0.9974981906790031,0.47619047619047616,0.4307692307692308
84,0.5164835164835165,-44.35333333333333,0.00998645168764533,0.9896872579635521,0.4716981132075472,0.5789473684210527
85,0.4883720930232558,-89.20666666666665,0.00998645168764533,0.9858044164037857,0.5454545454545454,0.42857142857142855
86,0.42990654205607476,-127.46666666666665,0.00998645168764533,0.9978211608854803,0.4107142857142857,0.45098039215686275
87,0.42105263157894735,-139.38666666666666,0.00998645168764533,0.9827842720510094,0.4745762711864407,0.36363636363636365
88,0.39285714285714285,-140.2866666666667,0.00998645168764533,0.937936986646755,0.3088235294117647,0.5227272727272727
89,0.4297520661157025,-184.60000000000002,0.00998645168764533,0.991813641491821,0.46774193548387094,0.3898305084745763
90,0.4482758620689655,-142.90666666666664,0.00998645168764533,0.9864019698179568,0.40298507462686567,0.5102040816326531
91,0.4,-140.54,0.00998645168764533,0.9757412851742965,0.3387096774193548,0.46551724137931033
92,0.42342342342342343,-152.94666666666666,0.00998645168764533,0.9948533113398529,0.4583333333333333,0.3968253968253968
93,0.5274725274725275,-45.07999999999999,0.00998645168764533,0.9978211608854802,0.5490196078431373,0.5
94,0.42857142857142855,-138.76,0.00998645168764533,0.9948555380835874,0.39622641509433965,0.4576271186440678
95,0.5952380952380952,-29.886666666666663,0.00998645168764533,0.9999417317328984,0.6,0.5909090909090909
96,0.415929203539823,-152.39333333333332,0.00998645168764533,0.9969828869848008,0.39285714285714285,0.43859649122807015
97,0.4811320754716981,-94.95333333333332,0.00998645168764533,0.9961176382477992,0.4489795918367347,0.5087719298245614
98,0.47115384615384615,-110.29333333333332,0.00998645168764533,0.9999874352410772,0.4727272727272727,0.46938775510204084
99,0.46938775510204084,-74.84,0.00998645168764533,0.9638608959839412,0.38,0.5625
100,0.45217391304347826,-132.07999999999998,0.00998645168764533,0.9996020499969702,0.4603174603174603,0.4423076923076923
101,0.42424242424242425,-111.09333333333338,0.00998645168764533,0.9918032786885247,0.4666666666666667,0.3888888888888889
102,0.41964285714285715,-147.34000000000003,0.00998645168764533,0.9921947178444201,0.45614035087719296,0.38181818181818183
103,0.45098039215686275,-110.93333333333335,0.00998645168764533,0.9981198738960816,0.475,0.43548387096774194
104,0.47058823529411764,-105.47333333333331,0.00998645168764533,0.9870330777715742,0.4262295081967213,0.5365853658536586
105,0.5053763440860215,-70.57333333333334,0.00998645168764533,0.9998892089519165,0.5106382978723404,0.5
106,0.4,-133.26,0.00998645168764533,0.998679432155827,0.38596491228070173,0.41509433962264153
107,0.5054945054945055,-67.39333333333335,0.00998645168764533,0.9998678996036988,0.5,0.5116279069767442
108,0.44036697247706424,-129.21999999999997,0.00998645168764533,0.9999994073729911,0.44,0.4406779661016949
109,0.43859649122807015,-156.0666666666667,0.00998645168764533,0.9574323365687148,0.5370370370370371,0.35
110,0.376,-178.0666666666667,0.00998645168764533,0.9998256949748973,0.38028169014084506,0.37037037037037035
111,0.4423076923076923,-128.5933333333334,0.00998645168764533,0.9991356957649093,0.42857142857142855,0.45454545454545453
112,0.3826086956521739,-141.03999999999996,0.00998645168764533,0.9996241466595077,0.3898305084745763,0.375
113,0.46078431372549017,-106.43333333333334,0.00998645168764533,0.9754870644134737,0.5272727272727272,0.3829787234042553
114,0.4666666666666667,-99.29333333333332,0.00998645168764533,0.9889018738558115,0.5208333333333334,0.42105263157894735
115,0.4368932038834951,-98.81333333333332,0.00998645168764533,0.9985872242063426,0.4528301886792453,0.42
116,0.4423076923076923,-90.48666666666665,0.00998645168764533,0.999974748750063,0.44,0.4444444444444444
117,0.45689655172413796,-110.61333333333334,0.00998645168764533,0.9971654621426476,0.43333333333333335,0.48214285714285715
118,0.45,-90.16,0.00998645168764533,0.9843325220386298,0.5106382978723404,0.39622641509433965
119,0.42735042735042733,-182.32666666666665,0.00998645168764533,0.9956541068874561,0.46,0.40298507462686567
120,0.3644067796610169,-157.94666666666666,0.00998645168764533,0.9957140358241159,0.3953488372093023,0.3466666666666667
121,0.4166666666666667,-115.89999999999998,0.00998645168764533,0.9968848550111531,0.43859649122807015,0.39215686274509803
122,0.4174757281553398,-116.9066666666667,0.00998645168764533,0.9964010597636893,0.39215686274509803,0.4423076923076923
123,0.5425531914893617,-47.74666666666666,0.00998645168764533,0.998332641204665,0.5208333333333334,0.5652173913043478
124,0.41904761904761906,-104.05333333333334,0.00998645168764533,0.9996441281138788,0.4126984126984127,0.42857142857142855
125,0.41346153846153844,-99.44666666666664,0.00998645168764533,0.9860035693460324,0.3684210526315789,0.46808510638297873
126,0.4479166666666667,-95.50666666666666,0.00998645168764533,0.9898382573283645,0.49019607843137253,0.4
127,0.40336134453781514,-153.32666666666665,0.00998645168764533,0.9844869389465768,0.45161290322580644,0.3508771929824561
128,0.47058823529411764,-77.29999999999998,0.00998645168764533,0.9986413271382324,0.45454545454545453,0.48936170212765956
129,0.4563106796116505,-94.08666666666664,0.00998645168764533,0.9997649356844114,0.4489795918367347,0.46296296296296297
130,0.4838709677419355,-51.893333333333324,0.00998645168764533,0.9858044164037857,0.42857142857142855,0.5454545454545454
131,0.41964285714285715,-135.13333333333333,0.00998645168764533,0.99847205175408,0.43636363636363634,0.40350877192982454
132,0.42342342342342343,-109.0333333333333,0.00998645168764533,0.9962157137755113,0.39622641509433965,0.4482758620689655
133,0.4067796610169492,-154.68,0.00998645168764533,0.9999394853857205,0.4098360655737705,0.40350877192982454
134,0.45098039215686275,-105.95999999999997,0.00998645168764533,0.9981132075471698,0.47058823529411764,0.43137254901960786
135,0.4358974358974359,-136.83333333333334,0.00998645168764533,0.9967158530594421,0.4126984126984127,0.46296296296296297
136,0.4,-175.01999999999998,0.00998645168764533,0.9823404972866911,0.45161290322580644,0.3448275862068966
137,0.44545454545454544,-111.10666666666668,0.00998645168764533,0.9944256891522524,0.41379310344827586,0.4807692307692308
138,0.5053763440860215,-71.51333333333335,0.00998645168764533,0.9944757687744644,0.5434782608695652,0.46808510638297873
139,0.5161290322580645,-63.34666666666667,0.00998645168764533,0.9910514995332984,0.45454545454545453,0.55
140,0.4083333333333333,-139.06000000000003,0.00998645168764533,0.9984801919757504,0.3939393939393939,0.42592592592592593
141,0.4766355140186916,-77.83333333333334,0.00998645168764533,0.9998529358143828,0.48214285714285715,0.47058823529411764
142,0.46601941747572817,-91.99333333333337,0.00998645168764533,0.9976490502162874,0.4897959183673469,0.4444444444444444
143,0.46534653465346537,-87.39333333333333,0.00998645168764533,0.9941176470588236,0.42857142857142855,0.5
144,0.42718446601941745,-105.55999999999999,0.00998645168764533,0.9944830151970613,0.46,0.39622641509433965
145,0.4636363636363636,-114.08000000000001,0.00998645168764533,0.9996156802459646,0.4727272727272727,0.45454545454545453
146,0.42342342342342343,-137.88000000000005,0.00998645168764533,0.9929558442042316,0.3898305084745763,0.46153846153846156
147,0.49473684210526314,-63.19333333333333,0.00998645168764533,0.9906662359034417,0.54,0.4444444444444444
148,0.42857142857142855,-107.3,0.00998645168764533,0.9966911007768153,0.4067796610169492,0.45652173913043476
149,0.44339622641509435,-118.21333333333337,0.00998645168764533,0.9990587241409882,0.4583333333333333,0.43103448275862066
150,0.40869565217391307,-123.68,0.00998645168764533,0.9935583767913877,0.375,0.4406779661016949
151,0.3739130434782609,-166.72666666666666,0.00998645168764533,0.9995903922403909,0.38181818181818183,0.36666666666666664
152,0.44660194174757284,-94.16666666666669,0.00998645168764533,0.9985141289630554,0.46296296296296297,0.42857142857142855
153,0.49019607843137253,-98.04666666666668,0.00998645168764533,0.9996923076923078,0.5,0.4827586206896552
154,0.5,-88.29333333333334,0.00998645168764533,0.9961384434758832,0.47368421052631576,0.5365853658536586
155,0.46,-85.76666666666668,0.00998645168764533,0.9900990099009901,0.5,0.4090909090909091
156,0.4528301886792453,-108.07333333333337,0.00998645168764533,0.9952774564526454,0.42,0.48214285714285715
157,0.46464646464646464,-88.67999999999999,0.00998645168764533,0.9749717278733409,0.5263157894736842,0.38095238095238093
158,0.46534653465346537,-95.62,0.00998645168764533,0.9963372332123793,0.4909090909090909,0.43478260869565216
159,0.4642857142857143,-122.9333333333334,0.00998645168764533,0.9989383037043464,0.47692307692307695,0.44680851063829785
160,0.4,-149.27333333333337,0.00998645168764533,0.9786147698682846,0.46938775510204084,0.3484848484848485
161,0.43636363636363634,-127.85333333333337,0.00998645168764533,0.999739921976593,0.42857142857142855,0.4426229508196721
162,0.47058823529411764,-90.42,0.00998645168764533,0.9998986634839495,0.4745762711864407,0.46511627906976744
163,0.42857142857142855,-122.29333333333335,0.00998645168764533,0.9951560818083962,0.46,0.4
164,0.39823008849557523,-139.34000000000003,0.00998645168764533,0.9897653292728883,0.36065573770491804,0.4423076923076923
165,0.40336134453781514,-166.16000000000005,0.00998645168764533,0.9988940018749884,0.4166666666666667,0.3898305084745763
166,0.41818181818181815,-116.0066666666667,0.00998645168764533,0.9986794321558272,0.4339622641509434,0.40350877192982454
167,0.47706422018348627,-97.79333333333335,0.00998645168764533,0.9847539109022218,0.5370370370370371,0.41818181818181815
168,0.46,-86.85333333333335,0.00998645168764533,0.9971249025472546,0.4883720930232558,0.43859649122807015
169,0.4473684210526316,-147.66666666666669,0.00998645168764533,0.9948192006766758,0.48148148148148145,0.4166666666666667
170,0.44554455445544555,-104.38666666666666,0.00998645168764533,0.9988760059705512,0.43333333333333335,0.4634146341463415
171,0.4636363636363636,-102.55333333333331,0.00998645168764533,0.9968814121842159,0.49056603773584906,0.43859649122807015
172,0.48,-77.28666666666666,0.00998645168764533,0.9855085075312795,0.5434782608695652,0.42592592592592593
173,0.4791666666666667,-73.84,0.00998645168764533,0.9838407216379178,0.5434782608695652,0.42
174,0.4897959183673469,-65.83333333333334,0.00998645168764533,0.9887788701805191,0.5384615384615384,0.43478260869565216
175,0.46875,-82.97999999999999,0.00998645168764533,0.9962655601659751,0.5,0.4423076923076923
176,0.5212765957446809,-48.33333333333334,0.00998645168764533,0.9995836802664446,0.5319148936170213,0.5106382978723404
177,0.40707964601769914,-126.19333333333336,0.00998645168764533,0.9972713711124117,0.38596491228070173,0.42857142857142855
178,0.47368421052631576,-78.9,0.00998645168764533,0.9977375565610862,0.5,0.45454545454545453
179,0.45098039215686275,-103.03333333333335,0.00998645168764533,0.9844347027109227,0.5102040816326531,0.39622641509433965
180,0.5647058823529412,-34.08666666666666,0.00998645168764533,0.9998616108497093,0.5714285714285714,0.5581395348837209
181,0.4519230769230769,-110.49333333333333,0.00998645168764533,0.9995475113122172,0.46153846153846156,0.4423076923076923
182,0.3865546218487395,-156.27333333333337,0.00998645168764533,0.986659551760939,0.42857142857142855,0.3392857142857143
183,0.42727272727272725,-115.82666666666668,0.00998645168764533,0.99225089082557,0.4642857142857143,0.3888888888888889
184,0.45794392523364486,-111.46666666666665,0.00998645168764533,0.9955213384165525,0.42857142857142855,0.49019607843137253
185,0.43119266055045874,-96.60000000000002,0.00998645168764533,0.985354893356199,0.37735849056603776,0.48214285714285715
186,0.4247787610619469,-145.04000000000002,0.00998645168764533,0.9725057121096725,0.5106382978723404,0.36363636363636365
187,0.5638297872340425,-40.47333333333334,0.00998645168764533,0.9999941936757514,0.5652173913043478,0.5625
188,0.4942528735632184,-61.61333333333334,0.00998645168764533,0.9988503709573987,0.5128205128205128,0.4791666666666667
189,0.4485981308411215,-123.50666666666669,0.00998645168764533,0.99782116088548,0.47058823529411764,0.42857142857142855
190,0.3629032258064516,-172.08666666666673,0.00998645168764533,0.9992700729927007,0.35526315789473684,0.375
191,0.4326923076923077,-98.57333333333335,0.00998645168764533,0.9862388118270642,0.38596491228070173,0.48936170212765956
192,0.4411764705882353,-92.87333333333333,0.00998645168764533,0.9889703286542827,0.4897959183673469,0.39622641509433965
193,0.46017699115044247,-121.87333333333333,0.00998645168764533,0.9989261744966443,0.4745762711864407,0.4444444444444444
194,0.5294117647058824,-40.03333333333333,0.00998645168764533,0.9998288864808274,0.5365853658536586,0.5227272727272727
195,0.5591397849462365,-47.96,0.00998645168764533,0.9923841077557922,0.5106382978723404,0.6086956521739131
196,0.4065040650406504,-171.32666666666668,0.00998645168764533,0.9997900041999159,0.4,0.4117647058823529
197,0.4444444444444444,-97.98666666666668,0.00998645168764533,0.9963963601104784,0.41818181818181815,0.4716981132075472
198,0.5714285714285714,-14.980000000000002,0.00998645168764533,0.9567348892737042,0.4666666666666667,0.71875
199,0.3884297520661157,-165.29333333333338,0.00998645168764533,0.9948347170924465,0.36065573770491804,0.4166666666666667
200,0.39316239316239315,-126.90666666666668,0.00998645168764533,0.9998979800040808,0.3968253968253968,0.3888888888888889
201,0.46153846153846156,-87.74000000000001,0.00998645168764533,0.9966826391448581,0.4897959183673469,0.43636363636363634
202,0.40707964601769914,-117.41333333333333,0.00998645168764533,0.9132454452575185,0.5490196078431373,0.2903225806451613
203,0.42342342342342343,-123.63333333333335,0.00998645168764533,0.9947285418066061,0.45454545454545453,0.39285714285714285
204,0.5057471264367817,-26.413333333333334,0.00998645168764533,0.9966163610928485,0.4791666666666667,0.5384615384615384
205,0.49473684210526314,-74.63333333333334,0.00998645168764533,0.9998737692501896,0.4888888888888889,0.5
206,0.42105263157894735,-145.08000000000004,0.00998645168764533,0.9931034482758619,0.45614035087719296,0.38596491228070173
207,0.47,-86.83999999999999,0.00998645168764533,0.9980777377424751,0.4489795918367347,0.49019607843137253
208,0.41228070175438597,-114.37333333333338,0.00998645168764533,0.9986709870064931,0.39622641509433965,0.4262295081967213
209,0.5,-77.78666666666666,0.00998645168764533,0.9846153846153847,0.5714285714285714,0.4444444444444444
210,0.5376344086021505,-32.49333333333333,0.00998645168764533,0.9746450304259634,0.46296296296296297,0.6410256410256411
211,0.42727272727272725,-142.48000000000002,0.00998645168764533,0.9940993374241189,0.4576271186440678,0.39215686274509803
212,0.4528301886792453,-92.19333333333334,0.00998645168764533,0.9937542743821164,0.41818181818181815,0.49019607843137253
213,0.48484848484848486,-64.80000000000001,0.00998645168764533,0.9998705578159108,0.4791666666666667,0.49019607843137253
214,0.45714285714285713,-88.35333333333334,0.00998645168764533,0.9998281352532946,0.45098039215686275,0.46296296296296297
215,0.48514851485148514,-104.92000000000004,0.00998645168764533,0.9991523827462799,0.5,0.4716981132075472
216,0.5222222222222223,-51.85333333333333,0.00998645168764533,0.9957074078928952,0.48936170212765956,0.5581395348837209
217,0.5252525252525253,-89.08000000000003,0.00998645168764533,0.9953045880420093,0.49019607843137253,0.5625
218,0.5222222222222223,-65.46000000000001,0.00998645168764533,0.9963105868703649,0.5510204081632653,0.4878048780487805
219,0.4166666666666667,-166.64000000000001,0.00998645168764533,0.9998996088761817,0.42105263157894735,0.4126984126984127
220,0.47115384615384615,-84.45333333333333,0.00998645168764533,0.9848647921431455,0.5283018867924528,0.4117647058823529
221,0.4485981308411215,-100.2466666666667,0.00998645168764533,0.9999126637554585,0.4444444444444444,0.4528301886792453
222,0.40350877192982454,-137.89333333333332,0.00998645168764533,0.9987703658161698,0.41818181818181815,0.3898305084745763
223,0.44554455445544555,-112.64666666666666,0.00998645168764533,0.9898382573283645,0.49019607843137253,0.4
224,0.4485981308411215,-93.01333333333334,0.00998645168764533,0.9951760607592619,0.4807692307692308,0.41818181818181815
225,0.3923076923076923,-192.82666666666665,0.00998645168764533,0.9999821539003926,0.3939393939393939,0.390625
226,0.5161290322580645,-65.81333333333333,0.00998645168764533,0.9969478649580038,0.5476190476190477,0.49019607843137253
227,0.40540540540540543,-146.28000000000003,0.00998645168764533,0.9983301339873267,0.4230769230769231,0.3898305084745763
228,0.4519230769230769,-88.11333333333333,0.00998645168764533,0.9953702272479836,0.42,0.48148148148148145
229,0.39090909090909093,-126.98666666666671,0.00998645168764533,0.9856431292118373,0.43333333333333335,0.34
230,0.47474747474747475,-74.06666666666666,0.00998645168764533,0.9680266754378278,0.56,0.3877551020408163
231,0.4636363636363636,-95.51333333333334,0.00998645168764533,0.9987782426437589,0.4482758620689655,0.4807692307692308
232,0.44642857142857145,-133.65333333333336,0.00998645168764533,0.9966684642031276,0.4727272727272727,0.42105263157894735
233,0.45544554455445546,-79.15333333333332,0.00998645168764533,0.9818722446854607,0.39622641509433965,0.5208333333333334
234,0.4485981308411215,-99.19333333333331,0.00998645168764533,0.9830058273091105,0.40298507462686567,0.525
235,0.44954128440366975,-117.25333333333333,0.00998645168764533,0.9988616650383323,0.4642857142857143,0.4339622641509434
236,0.5,-63.98666666666667,0.00998645168764533,0.9793863224042277,0.5777777777777777,0.43137254901960786
237,0.42857142857142855,-140.97333333333333,0.00998645168764533,0.9979436349631865,0.4461538461538462,0.4074074074074074
238,0.44144144144144143,-127.43333333333334,0.00998645168764533,0.998828028771223,0.45614035087719296,0.42592592592592593
239,0.39316239316239315,-155.18,0.00998645168764533,0.9768786127167631,0.46153846153846156,0.3384615384615385
240,0.5,-85.74000000000001,0.00998645168764533,0.9983381805949884,0.5208333333333334,0.48
241,0.47619047619047616,-76.42000000000002,0.00998645168764533,0.9999093052784326,0.4807692307692308,0.4716981132075472
242,0.46938775510204084,-116.68000000000002,0.00998645168764533,0.9989867877117613,0.4523809523809524,0.48214285714285715
243,0.48,-66.54666666666668,0.00998645168764533,0.9855085075312795,0.42592592592592593,0.5434782608695652
244,0.41379310344827586,-158.40666666666667,0.00998645168764533,0.9863866798399765,0.4642857142857143,0.36666666666666664
245,0.46153846153846156,-126.91999999999999,0.00998645168764533,0.994542974079127,0.5,0.43103448275862066
246,0.5111111111111111,-49.50666666666666,0.00998645168764533,0.9880818752063387,0.5714285714285714,0.4583333333333333
247,0.5465116279069767,-58.62,0.00998645168764533,0.9967955876529369,0.574468085106383,0.5128205128205128
248,0.44339622641509435,-101.61333333333333,0.00998645168764533,0.9979532277404171,0.4262295081967213,0.4666666666666667
249,0.47368421052631576,-84.11999999999998,0.00998645168764533,0.9971178233802168,0.4489795918367347,0.5
250,0.4537037037037037,-113.50666666666666,0.00998645168764533,0.9947968739882493,0.4897959183673469,0.423728813559322
251,0.411214953271028,-123.85999999999999,0.00998645168764533,0.9929748482220295,0.4489795918367347,0.3793103448275862
252,0.42990654205607476,-103.78,0.00998645168764533,0.9957383892850931,0.40350877192982454,0.46
253,0.5217391304347826,-66.57333333333332,0.00998645168764533,0.9995276334435522,0.5333333333333333,0.5106382978723404
254,0.5208333333333334,-77.30666666666666,0.00998645168764533,0.9939985251574109,0.4772727272727273,0.5576923076923077
255,0.45794392523364486,-113.31333333333333,0.00998645168764533,0.9921221552227194,0.5,0.41818181818181815
256,0.46875,-82.58666666666667,0.00998645168764533,0.9996213558722468,0.46,0.4782608695652174
257,0.45098039215686275,-110.96666666666665,0.00998645168764533,0.9932311008219943,0.41509433962264153,0.4897959183673469
258,0.46078431372549017,-98.52000000000001,0.00998645168764533,0.9931034482758623,0.5,0.4230769230769231
259,0.4326923076923077,-115.3,0.00998645168764533,0.9999188443434507,0.43636363636363634,0.42857142857142855
