episode,step,total_queue,avg_latency
20,5,0,3.5
20,6,0,3.5
20,7,0,4.0
20,8,0,4.75
20,9,0,5.0
20,10,0,4.5
20,11,0,5.142857142857143
20,12,0,5.625
20,13,0,5.625
20,14,0,6.111111111111111
20,15,0,6.363636363636363
20,16,0,6.363636363636363
20,17,0,6.833333333333333
20,18,0,6.833333333333333
20,19,1,7.615384615384615
20,20,0,7.533333333333333
20,21,0,7.533333333333333
20,22,0,8.0
20,23,0,8.0
20,24,0,8.38888888888889
20,25,0,8.052631578947368
20,26,0,8.75
20,27,0,9.142857142857142
20,28,0,9.142857142857142
20,29,0,9.142857142857142
20,30,0,9.772727272727273
20,31,1,10.217391304347826
20,32,0,9.875
20,33,0,10.52
20,34,1,10.74074074074074
21,0,0,0
21,1,0,0
21,2,0,2.0
21,3,0,2.5
21,4,0,2.6666666666666665
21,5,0,2.6666666666666665
21,6,0,2.6666666666666665
21,7,0,4.0
21,8,0,4.0
21,9,0,4.5
21,10,0,5.0
21,11,0,5.375
21,12,0,5.375
21,13,0,5.375
21,14,0,6.111111111111111
21,15,0,6.6
21,16,0,6.6
21,17,0,6.6
21,18,0,7.461538461538462
21,19,1,7.461538461538462
21,20,0,7.071428571428571
21,21,1,7.666666666666667
21,22,3,7.777777777777778
21,23,7,7.777777777777778
21,24,6,8.545454545454545
21,25,4,8.545454545454545
21,26,7,8.333333333333334
21,27,13,8.92
21,28,15,9.407407407407407
21,29,15,9.321428571428571
21,30,15,9.321428571428571
21,31,14,9.933333333333334
21,32,16,10.375
21,33,19,10.375
21,34,19,10.333333333333334
22,0,0,0
22,1,0,0
22,2,0,0
22,3,0,3.0
22,4,0,3.5
22,5,0,4.0
22,6,0,4.0
22,7,0,4.0
22,8,0,4.6
22,9,0,4.6
22,10,0,4.6
22,11,0,5.0
22,12,0,5.285714285714286
22,13,0,5.5
22,14,0,5.888888888888889
22,15,0,5.888888888888889
22,16,0,6.7272727272727275
22,17,0,6.7272727272727275
22,18,0,7.166666666666667
22,19,0,7.166666666666667
22,20,0,7.615384615384615
22,21,0,7.375
22,22,0,7.375
22,23,1,7.117647058823529
22,24,1,7.368421052631579
22,25,2,7.714285714285714
22,26,5,7.545454545454546
22,27,8,7.3478260869565215
22,28,9,8.23076923076923
22,29,11,8.11111111111111
22,30,13,8.11111111111111
22,31,13,9.033333333333333
22,32,13,9.033333333333333
22,33,12,9.5
22,34,15,9.5
23,0,0,0
23,1,0,0
23,2,0,0
23,3,0,0
23,4,0,4.0
23,5,0,4.0
23,6,0,4.666666666666667
23,7,0,5.25
23,8,0,5.6
23,9,0,5.6
23,10,1,5.571428571428571
23,11,3,6.125
23,12,3,5.777777777777778
23,13,3,6.7272727272727275
23,14,2,6.583333333333333
23,15,2,6.928571428571429
23,16,4,7.333333333333333
23,17,6,7.3125
23,18,7,7.777777777777778
23,19,7,7.777777777777778
23,20,0,8.523809523809524
23,21,1,8.523809523809524
23,22,2,8.91304347826087
23,23,2,9.08
23,24,3,9.333333333333334
23,25,6,9.620689655172415
23,26,13,9.466666666666667
23,27,17,9.875
23,28,21,9.875
23,29,22,10.657142857142857
23,30,26,10.657142857142857
23,31,26,10.555555555555555
23,32,26,11.0
23,33,26,11.282051282051283
23,34,26,11.725
24,0,0,0
24,1,0,0
24,2,0,0
24,3,0,3.0
24,4,0,3.5
24,5,0,3.5
24,6,0,3.5
24,7,0,5.25
24,8,0,5.25
24,9,0,5.8
24,10,0,5.8
24,11,0,6.333333333333333
24,12,0,6.333333333333333
24,13,0,7.0
24,14,0,7.0
24,15,0,7.6
24,16,0,7.6
24,17,0,7.6
24,18,0,8.272727272727273
24,19,0,8.916666666666666
24,20,0,9.538461538461538
24,21,0,9.538461538461538
24,22,0,10.142857142857142
24,23,2,10.25
